Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Sly Cooper and the Thievius Raccoonus,Sucker Punch Productions,Sony Computer Entertainment,PlayStation 2|PlayStation 3|PlayStation 4|PlayStation Vita,Platformer|Stealth,23 September 2002,7.9
Small Radios Big Televisions,Fire Face Corporation,Adult Swim Games,PC|PlayStation 4,Adventure,18 November 2016,6.4
Small Town Terrors: Pilgrim's Hook,Gunnar Games,Viva Media,PC,Point-and-Click|Adventure|Hidden Object,16 July 2014,5.5
Small World 2,Days of Wonder,Days of Wonder,PC,Board Game,11 December 2013,6.0
Smart As...,Climax Group,Sony Computer Entertainment,PlayStation Vita,Puzzle,30 October 2012,6.8
Smash TV,Williams|Beam Soft.,Williams|Acclaim Entertainment,Arcade|NES|PlayStation 2|Xbox 360,Run and gun|Multi-directional shooter,1990,7.1
Smite,Hi-Rez Studios,Hi-Rez Studios,PC|Xbox One,Massively Multiplayer|Moba,2013,7.3
Smooth Operators: Call Center Chaos,Andreas Heydeck Games,Andreas Heydeck Games,PC,Simulation,14 January 2013,7.3
Snake (1998),Taneli Armanto,Nokia,Mobile,Action|Puzzle,1998,5.8
Snake Pass,Sumo Digital,Sumo Digital,Nintendo Switch|PC|PlayStation 4|Xbox One,Adventure,28 March 2017,7.1
Snake Rattle 'n' Roll,Rare,Nintendo (NES)|Sega (Mega Drive),NES|Xbox One,Platform,July 1990,6.0
Snakebird,Noumenon Games,Noumenon Games,Linux|PC,Puzzle,04 May 2015,6.6
Snapshot,Retro Affect,Retro Affect,PC,Puzzle|Platform,30 August 2012,6.1
Snatcher,Konami,Konami,Emulated|Sega CD,Adventure,15 December 1994,8.8
Sneak King,Blitz Games,King Games,Xbox|Xbox 360,Adventure|Stealth,19 November 2006,4.5
Sneaky Sneaky,Naiad Entertainment,Naiad Entertainment,PC,Stealth,12 November 2014,7.2
Sniper: Art of Victory,CI Games,CI Games,PC,First-Person|Shooter,16 October 2008,2.6
Sniper Elite,Rebellion Developments|Raylight Studios (Wii),MC2 France|Reef Entertainment (Wii),PC|PlayStation 2|Xbox,Tactical shooter,18 October 2005,6.9
Sniper Elite 4,Rebellion,Rebellion,PC|PlayStation 4|Xbox One,First-Person|Third-Person|Shooter,13 February 2017,7.7
Sniper Elite III,Rebellion Oxford,Rebellion Developments|505 Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Third-Person|Shooter|Stealth,01 July 2014,6.9
Sniper Elite: Nazi Zombie Army,Rebellion,Rebellion,PC,First-Person|Shooter,,6.5
Sniper Elite: Nazi Zombie Army 2,Rebellion Developments,Rebellion Developments,PC,First-Person|Shooter|Tactical,31 October 2013,6.8
Sniper Elite V2,Rebellion Developments,Rebellion Developments|505 Games,PC|PlayStation 3|Wii U|Xbox 360,First-Person|Shooter|Tactical,04 May 2012,7.1
Sniper Elite V2: Assassinate The Fuhrer DLC,Rebellion Developments,Rebellion Developments|505 Games,PC|PlayStation 3,First-Person|Shooter|Tactical,,6.9
Sniper Elite V2: St. Pierre DLC,Rebellion Developments,Rebellion Developments|505 Games,PC|PlayStation 3,First-Person|Shooter|Tactical,,7.2
Sniper Elite V2: The Landwehr Canal DLC,Rebellion Developments,Rebellion Developments|505 Games,PC,First-Person|Shooter|Tactical,,6.8
Sniper Elite V2: The Neudorf Outpost DLC,Rebellion Developments,Rebellion Developments|505 Games,PC|PlayStation 3,First-Person|Shooter|Tactical,,6.8
Sniper: Ghost Warrior,City Interactive,City Interactive,PC|PlayStation 3|Xbox 360,First-Person|Shooter,29 June 2010,5.8
Sniper: Ghost Warrior 2,City Interactive,City Interactive,PC|PlayStation 3|Xbox 360,First-Person|Shooter,12 March 2013,6.5
Sniper Ghost Warrior 2: Siberian Strike,City Interactive,City Interactive,PC,First-Person|Shooter,,6.6
Sniper: Ghost Warrior 3,CI Games,CI Games,PC|PlayStation 4|Xbox One,First-Person|Shooter,24 April 2017,6.8
Snipperclips,SFB Games,Nintendo,Nintendo Switch,Third-Person|Puzzle,03 March 2017,7.9
Snow Bros,Toaplan,Capcom|Toaplan|Romstar|Tengen,Arcade|NES|Sega Mega Drive/Genesis,Platform,1990,6.7
Snowboard Kids,Racdym,Atlus,Nintendo 64,Racing,03 May 1998,7.7
Snowboard Kids 2,Racdym,Atlus,Nintendo 64,Arcade|Racing,02 March 1999,8.4
Snuggle Truck,Owlchemy Labs,,PC,Action|Racing,28 April 2011,5.4
So Many Me,Extend Studio,ORiGO GAMES,PC|Xbox One,Puzzle,17 July 2014,7.3
Soda Dungeon,Armor Games,Armor Games,Android|PC,Adventure,2016,7.0
Sokobond,Alan Hazelden|Harry Lee,,PC,Puzzle,21 July 2014,8.2
Sol Survivor,Cadenza Interactive,Cadenza Interactive,PC,Tower Defense,September 2009,6.1
Solar 2,Murudai,Murudai,Android|PC,Indie|Casual,17 June 2011,6.2
Solar Striker,Minakuchi Engineering|Nintendo R&amp;D1,Nintendo,Game Boy,Shoot 'em up,February 1990,6.5
Solatorobo: Red The Hunter,CyberConnect2,JP: Namco Bandai|NA: Xseed Games|EU: Nintendo,Nintendo 3DS|Nintendo DS,Action RPG,September 2011,7.9
Soldier of Fortune,Raven Software,Activision,PC|PlayStation 2,First-person shooter,27 March 2000,7.4
Soldier of Fortune II: Double Helix,Raven Software|Gratuitous Games (Xbox port),Activision,PC|Xbox,First-person shooter,20 May 2002,7.2
Soldier of Fortune: Payback,Cauldron HQ,Activision,PC|PlayStation 3|Xbox 360,First-person shooter,14 November 2007,4.4
Soldiers: Heroes of World War II,Best Way,Codemasters,PC,Real-time tactics,30 June 2004,8.3
Soldner-X 2: Final Prototype,SideQuest Studios,eastasiasoft,PlayStation 3|PlayStation Vita,Shooter,25 May 2010,7.4
Solitaire (Windows),Microsoft,Microsoft,PC,Card,1990,6.3
Solitairica,Righteous Hammer Games,Righteous Hammer Games,iOS|PC,Role-Playing|Strategy,31 May 2016,8.0
Solstice (2016),MoaCube,MoaCube,PC,Visual Novel,23 March 2016,7.5
Soma,Frictional Games,Frictional Games,Linux|Mac|PC|PlayStation 4,First-Person|Survival Horror,22 September 2015,8.5
Soma Bringer,Monolith Soft,Nintendo,Nintendo DS,Action RPG,,6.8
Sometimes,Nodzi Games,,PC,Adventure,,4.0
Song of the Deep,Insomniac Games,GameTrust Games,PC|PlayStation 4|Xbox One,Adventure,12 July 2016,7.0
Sonic 3D Blast,Sonic Team|Traveller's Tales,Sega,Nintendo GameCube|PC|PlayStation 2|Sega Mega Drive/Genesis|Sega Saturn|Xbox 360,2.5D Platformer|Adventure,30 November 1996,6.4
Sonic 3 & Knuckles,Sonic Team,Sega,Emulated|Nintendo GameCube|PC|PlayStation 2|Sega Mega Drive/Genesis|Sega Saturn|Xbox 360,Platform,17 October 1994,8.7
Sonic Advance,Sonic Team|Dimps,JP: Sega|NA: THQ|EU: Infogrames,Emulated|Game Boy Advance|N-Gage|Nintendo DS,Platform,03 February 2002,6.9
Sonic Advance 2,Sonic Team|Dimps (Co-Developer),Sega|THQ (Co-Publisher),Game Boy Advance,Platform|action,09 March 2003,6.8
Sonic Advance 3,Sonic Team|Dimps|Sega,THQ,Game Boy Advance,Platform|action,07 June 2004,7.0
Sonic Adventure,Sonic Team,Sega,Dreamcast|Nintendo GameCube|PC|PlayStation 3|Xbox 360,Platformer,09 September 1999,7.5
Sonic Adventure 2,Sonic Team USA,Sega,Dreamcast|Nintendo GameCube|PC|PlayStation 3|Xbox 360,Platform,19 June 2001,7.2
Sonic Adventure 2 Battle,Sonic Team USA,Sega,Nintendo GameCube|PC|PlayStation 3|Xbox 360,Platform,11 February 2002,7.9
Sonic Adventure DX,Sonic Team,Sega,Nintendo GameCube|PC|PlayStation 3|Xbox 360,Platform,13 June 2003,7.1
Sonic Battle,Sonic Team,THQ|Sega,Game Boy Advance,Fighting|Adventure,05 January 2004,8.1
Sonic Blast,Aspect,Sega|TecToy,Nintendo GameCube|PlayStation 2|Sega Game Gear,Platform,12 December 1996,4.0
Sonic Boom: Fire & Ice,Sanzaru Games,Sega,Nintendo 3DS,Action|Adventure|Platform,27 September 2016,9.0
Sonic Boom: Rise of Lyric,Big Red Button Entertainment,Sega,Wii U,Action|Adventure|Platform,11 November 2014,4.5
Sonic Boom: Shattered Crystal,Sanzaru Games,Sega,Nintendo 3DS,Action|Adventure,11 November 2014,6.8
Sonic CD,Sonic Team,Sega|SoftKey,Android|Emulated|iOS|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Sega CD|Xbox 360,Platform,19 November 1993,7.2
Sonic Chaos,Aspect,Sega,Emulated|Nintendo GameCube|Sega Game Gear|Sega Master System,Platform,,6.2
Sonic Chronicles: The Dark Brotherhood,BioWare,Sega,Nintendo DS,Role-playing,30 September 2008,6.1
Sonic Colors,Sonic Team (Wii &amp; DS)|Dimps (DS),Sega,Nintendo DS|Wii,Platform,16 November 2010,7.5
Sonic Forces,Sonic Team,SEGA,Nintendo Switch|PC|PlayStation 4|Xbox One,Third-Person|Action|Platform,07 November 2017,6.1
Sonic Gems Collection,Sega,Sega,Nintendo GameCube|PlayStation 2,Compilation,16 August 2005,7.0
Sonic Generations,Sonic Team (Xbox 360|PS3|PC)|Devil,Sega,Nintendo 3DS|PC|PlayStation 3|Xbox 360,Platformer|Action|Adventure,01 November 2011,7.8
Sonic Heroes,Sega Studio USA,Sega,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox,Racing|Platform,05 January 2004,6.4
Sonic Jam,Sonic Team,Tiger Electronics Inc.|Sega,Sega Saturn,Platformer,31 July 1997,8.0
Sonic Lost World,Sonic Team|Dimps (3DS),Sega|Nintendo,Nintendo 3DS|PC|Wii U,Action|Adventure|Platform,29 October 2013,6.1
Sonic Mania,Christian Whitehead|PagodaWest Games|Headcannon,Sega,Nintendo Switch|PC|PlayStation 4|Xbox One,Third-Person|Scrolling|Action|Platform,15 August 2017,8.6
Sonic Mega Collection,Sonic Team,Sega,Nintendo GameCube|PlayStation 2,Compilation,10 November 2002,8.1
Sonic Mega Collection Plus,Sega,Sega,PC|PlayStation 2,Compilation|Platform,27 October 2004,9.0
Sonic R,Traveller's Tales,Sega,Nintendo GameCube|PC|PlayStation 2|Sega Saturn,Racing,31 October 1997,6.3
Sonic Riders,Sonic Team|NOW Production|United Game Artists,Sega,Nintendo GameCube|PC|PlayStation 2|Xbox,Racing,23 February 2006,7.4
Sonic Riders: Zero Gravity,Sonic Team|NOW Production|United Game Artists,Sega,PlayStation 2|Wii,Racing,08 January 2008,7.4
Sonic Rivals,Backbone Entertainment|Sega Studio USA,Sega,PSP,Action|Adventure,24 November 2006,5.3
Sonic Rivals 2,Backbone Entertainment,Sega,PSP,Action|Racing,13 November 2007,6.6
Sonic Rush,Sonic Team|Dimps (co-developer),Sega,Nintendo DS,Platform|Action,15 November 2005,7.4
Sonic Rush Adventure,Sonic Team|Dimps,Sega,Nintendo DS,Platformer|Action,18 September 2007,7.1
Sonic Shuffle,Sonic Team,Sega,Dreamcast,Party,14 November 2000,6.5
Sonic Unleashed,Sonic Team|Dimps,Sega,PlayStation 2|PlayStation 3|Wii|Xbox 360,Platformer|Action,18 November 2008,6.5
Sonic & All-Stars Racing Transformed,Sumo Digital,Sega,Android|Nintendo 3DS|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox 360,,18 November 2012,8.0
Sonic & All-Stars Racing Transformed: Metal Sonic & Outrun DLC,Sumo Digital,Sega,PC,Racing,20 February 2013,6.3
Sonic & Knuckles,Sonic Team|Sega Technical Institute,Sega,Emulated|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Sega Mega Drive/Genesis|Sega Saturn|Xbox 360,Platformer,17 October 1994,8.2
Sonic & Sega All-Stars Racing,Sumo Digital,Sega,Nintendo DS|PC|PlayStation 3|Wii|Xbox 360,Racing,23 February 2010,7.7
Sonic and the Black Knight,Sonic Team,Sega,Wii,Adventure|action|hack and slash,03 March 2009,5.3
Sonic and the Secret Rings,Sonic Team,Sega,Wii,Platform|Action,20 February 2007,5.1
Sonic the Fighters,Sega AM2,Sega,Arcade|Nintendo GameCube|PlayStation 2|PlayStation 3|Xbox 360,Fighting,May 1996,5.4
Sonic the Hedgehog (1991),Sonic Team,Sega,Android|Emulated|iOS|Nintendo 3DS|Nintendo DS|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Sega Game Gear|Sega Master System|Sega Mega Drive/Genesis|Sega Saturn|Wii|Xbox 360|Xbox One,Adventure|Platform,23 June 1991,7.8
Sonic the Hedgehog (2006),Sonic Team,Sega,PlayStation 3|Xbox 360,Action|Adventure|Platform,14 November 2006,4.1
Sonic the Hedgehog 2 (16-bit),Sonic Team|Sega Technical Institute,Sega,Android|Emulated|iOS|Nintendo 3DS|Nintendo DS|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Sega Master System|Sega Mega Drive/Genesis|Sega Saturn|Wii|Xbox 360|Xbox One,Platform,24 November 1992,8.4
Sonic the Hedgehog 2 (8-bit),Aspect Co.|Ltd.,Sega,Emulated|Nintendo GameCube|Sega Game Gear|Sega Master System,Platform,17 November 1992,7.0
Sonic the Hedgehog 3,Sonic Team|Sega Technical Institute,Sega,Emulated|Nintendo DS|Nintendo GameCube|PC|PlayStation 3|Sega Mega Drive/Genesis|Sega Saturn|Wii|Xbox 360,Platform,02 February 1994,8.3
Sonic the Hedgehog 4: Episode 1,Dimps|Sonic Team,Sega,Android|iOS|Mobile|PC|PlayStation 3|Wii|Xbox 360,,07 October 2010,5.9
Sonic the Hedgehog 4: Episode 2,Sonic Team|Dimps,Sega,Android|PC|PlayStation 3|Xbox 360,Platform,15 May 2012,6.6
Sonic the Hedgehog (8-bit),Ancient,Sega,Emulated|Nintendo GameCube|Sega Game Gear|Sega Master System|Sega Mega Drive/Genesis|Wii,,25 October 1991,6.8
Sonic the Hedgehog Pocket Adventure,Dimps|Sonic Team,SNK|Sega,Neo Geo Pocket Color,Platformer,03 December 1999,7.0
Sonic the Hedgehog Spinball,Polygames|Sega Technical Institute|Sega interActive,Sega,PC|Sega Mega Drive/Genesis,Action|Pinball,23 November 1993,6.1
Sonic the Hedgehog: Triple Trouble,Aspect,Sega,Emulated|Nintendo 3DS|Nintendo GameCube|Sega Game Gear|Sega Master System,Action|Platform,November 1994,6.3
Sonic's Ultimate Genesis Collection,Backbone Entertainment,Sega,PlayStation 3|Xbox 360,Compilation,10 February 2009,8.0
Sorcery!,inkle,,Android|iOS|PC,Text|Adventure|Visual Novel,02 May 2013,7.4
Sorcery! 2,inkle,,Android|iOS|PC,Adventure,2014,7.4
Sorcery! Parts 1 & 2,Inkle,Inkle,PC,Adventure|Role-Playing,02 February 2016,6.0
Sorcery Saga: Curse of the Great Curry God,Compile Heart|ZeroDiv,Aksys Games,PlayStation Vita,Role-Playing,10 December 2013,7.0
SoulCalibur II,Namco,Namco,Nintendo GameCube|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Fighting,27 August 2003,8.2
Soul Blade,Project Soul,Namco,Arcade|PlayStation,Fighting,January 1997,7.8
Soul Blazer,Quintet,Enix,Emulated|Super Nintendo,Action RPG,27 November 1992,8.1
Soul Gambler,,Mother Gaia Studio,PC,Role-Playing,01 August 2013,6.0
Soul Nomad & the World Eaters,Nippon Ichi,NIS America|Koei,PlayStation 2,Tactical role-playing,25 September 2007,8.3
Soul Sacrifice,Marvelous AQL|SCE Japan Studio,Sony Computer Entertainment Japan,PlayStation Vita,Action|Adventure|Role-Playing,30 April 2013,7.4
Soul Sacrifice Delta,SCE Japan Studio Comcept,Sony Computer Entertainment,PlayStation Vita,Action|Adventure,13 May 2014,8.5
Soulcalibur,Namco|Namco Bandai (XBLA),Namco,Dreamcast|PlayStation|Xbox 360|Xbox One,Third-Person|Real-Time|Fighting,09 September 1999,8.5
Soulcalibur: Broken Destiny,Project Soul,Namco Bandai,PSP,Fighting,01 September 2009,6.0
Soulcalibur III,Project Soul,Namco|Sony Computer Entertainment (Europe),PlayStation 2|PlayStation 3,Fighting,25 October 2005,7.8
Soulcalibur IV,Project Soul,Namco Bandai|Ubisoft (Europe),PlayStation 2|PlayStation 3|Xbox 360,Fighting,29 July 2008,7.6
Soulcalibur Legends,Project Soul,Namco Bandai,Wii,Action-adventure,20 November 2007,5.7
Soulcalibur V,Project Soul,Namco Bandai Games|Ubisoft,PlayStation 3|Xbox 360,Fighting,31 January 2012,7.4
Soulcaster,MagicalTimeBean,,PC,Action|Adventure,01 March 2010,6.3
Sound Shapes,Queasy Games|SCE Santa Monica Studio,Sony Computer Entertainment,PlayStation 3|PlayStation 4|PlayStation Vita,Music|Platformer,07 August 2012,7.5
Sound of Drop: Fall Into Poison,AiueoKompany,Sekai Project,Linux|PC,Visual Novel,30 October 2015,5.4
Soundodger+,,,PC,Music/Rhythm|Puzzle,October 2013,6.7
South Park,Iguana Entertainment|Appaloosa Interactive,Acclaim Entertainment|Gradiente,Nintendo 64|PC|PlayStation,First-Person|Shooter,12 December 1998,6.5
South Park: Chef's Luv Shack,Acclaim,Acclaim,Nintendo 64|PlayStation,Party,31 October 1999,4.2
South Park Let's Go Tower Defense Play!,Doublesix|Xbox Live Productions,Microsoft Game Studios,Xbox 360,Tower defense,07 October 2009,6.8
South Park: The Fractured but Whole,Ubisoft San Francisco|South Park Digital Studios,Ubisoft,PC|PlayStation 4|Xbox One,Role-Playing,17 October 2017,8.0
South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Role-Playing,04 March 2014,8.6
SpaceChem,Zachtronics Industries,,PC,Puzzle game,01 January 2011,8.2
Space Ace,Advanced Microcomputer Systems,Cinematronics,PC|PlayStation 3,Action|Interactive Movie,15 April 1984,8.0
Space Channel 5,United Game Artists,Sega|Agetec,Dreamcast|PlayStation 2,Music,04 June 2000,6.6
Space Channel 5: Part 2,United Game Artists,Sega|Agetec,Dreamcast|PC|PlayStation 2|PlayStation 3|Xbox 360,Music,18 November 2003,8.4
Space Engineers,Keen Software House,Keen Software House,PC,Sandbox|Simulation,23 October 2013,5.8
Space Farmers,BumpkinBrothers,KISS,PC,,17 April 2014,5.3
Space Funeral,,,PC,Role-Playing,17 September 2010,8.3
Space Harrier,Sega-AM2,Sega,Arcade|Nintendo 3DS|Sega Master System|Sega Mega Drive/Genesis,Rail shooter|Third-person shooter,1986,7.2
Space Hulk (2013),Full Control,Full Control,PC,Turn-Based|Strategy,15 August 2013,6.7
Space Hulk: Deathwing,Streum On Studio,Focus Home Interactive,PC,First-Person|Shooter,09 December 2016,6.0
Space Invaders,Taito Corporation,Various,Arcade|Atari 2600|NES|PC,Action|Shooter,June 1978,6.3
Space Megaforce,Compile,Toho,Super Nintendo,Scrolling Shooter,1993,7.9
Space Pilgrim: Episode Four - Sol,Pilgrim Adventures|GrabTheGames Studios,GrabTheGames,PC,Adventure,04 March 2016,6.0
Space Pilgrim: Episode One - Alpha Centauri,Pilgrim Adventures|GrabTheGames Studios,GrabTheGames,PC,Adventure,14 December 2015,6.7
Space Pilgrim: Episode Three - Delta Pavonis,Pilgrim Adventures|GrabTheGames Studios,GrabTheGames,PC,Adventure,14 February 2016,6.3
Space Pilgrim: Episode Two - Epsilon Indi,Pilgrim Adventures|GrabTheGames Studios,GrabTheGames,PC,Adventure,09 January 2016,6.3
Space Pirate Trainer,I-Illusions,I-Illusions,PC,Virtual Reality|Action,05 April 2016,7.5
Space Pirates and Zombies,MinMax Games,,PC,Turn-Based|Role-Playing|Strategy,15 August 2011,7.0
Space Quest: Collection,,Activision,PC,Compilation,September 2006,7.0
Space Quest III: The Pirates of Pestulon,Sierra,Sierra,PC,Adventure,24 March 1989,7.6
Space Quest II: Vohaul's Revenge,Sierra,Sierra,PC,Adventure,14 November 1987,7.3
Space Quest IV: Roger Wilco and The Time Rippers,Sierra,Sierra,PC,Adventure,04 March 1991,7.9
Space Quest I: Roger Wilco in The Sarien Encounter,Sierra,Sierra,PC,Adventure,October 1986,7.7
Space Quest VI: Roger Wilco in The Spinal Frontier,Sierra,Sierra,PC,Adventure,1995,6.6
Space Quest V: Roger Wilco - The Next Mutation,Dynamix,Sierra,PC,Adventure,05 February 1993,8.0
Space Rangers,Elemental Games,1C Company,PC,Flight Combat|Simulation,11 June 2004,8.5
Space Rangers 2: Rise of the Dominators,Elemental Games,1C Company|Excalibur Publishing|Cinemaware Marquee,PC,Text adventure|real-time strategy|Space trading and combat simulator|turn-based strategy|shoot 'em up|role-playing,25 November 2004,8.2
Space Rangers HD: A War Apart,SNK Games|Elemental Games|Katauri Interactive,1C-SoftClub,PC,Top-Down|Turn-Based|Action|Adventure|Open World|Role-Playing|Sandbox|Simulation|Strategy,17 October 2013,7.0
Space Run,Passtech Games,Focus Home Interactive,PC,Strategy,13 June 2014,8.0
Space Siege,Gas Powered Games,Sega,PC,Action|role-playing,12 August 2008,5.2
Space Station Silicon Valley,DMA Design,Take-Two Interactive,Nintendo 64,Platformer,01 October 1998,8.0
Space Trader: Merchant Marine,Hermitworks Entertainment,Meridian4,PC,Strategy|Indie|Action,23 October 2008,3.7
Spacebase DF-9,Double Fine Productions,Double Fine Productions,PC,Simulation|Strategy,27 October 2014,3.3
Spacebase DF-9 Prototype,Double Fine,Double Fine,PC,Strategy,,5.4
Spaceplan,Jake Hollands,Devolver Digital,iOS|PC,Point-and-Click,03 May 2017,7.5
Sparkle 2 Evo,Forever Entertainment,,PC,Action|Simulation,20 November 2011,5.9
Sparkle 3: Genesis,Forever Entertainment,Forever Entertainment,PC,Simulation,24 April 2015,6.3
Sparkle ZERO,MMEU,Forever Entertainment,PC,Action|Simulation,14 March 2016,3.0
Sparkster: Rocket Knight Adventures 2,Konami,Konami,Sega Mega Drive/Genesis,Platform,22 February 1994,7.8
Sparkster (SNES),Konami,Konami,Super Nintendo,Platform game|Scrolling shooter,October 1994,7.8
Spartan: Total Warrior,The Creative Assembly,Sega,Nintendo GameCube|PlayStation 2|Xbox,Action,25 October 2005,7.5
Spate,Ayyo Games,Ayyo Games,PC,Platform,27 March 2014,6.9
Spec Ops: The Line,Yager Development,2K Games,Linux|Mac|PC|PlayStation 3|Xbox 360,Third-Person|Shooter|Tactical,26 June 2012,8.0
Spectraball,Flashcube Studios,Flashcube Studios,PC,Casual|Indie,20 October 2008,6.6
Spectrobes,Jupiter,Disney Interactive Studios,Nintendo DS,Action RPG,13 March 2007,7.2
Spectrobes: Beyond the Portals,Jupiter,Disney Interactive Studios,Nintendo DS,Action RPG,07 October 2008,7.6
Spectromancer,Apus Software|Three Donkeys LLC|Jagdish Chanda(Flash),,PC,Turn-based strategy,October 2008,6.8
SpeedRunners,DoubleDutch Games,tinyBuild,PC|PlayStation 4|Xbox One,Platform,26 August 2013,7.2
SpellForce 2: Faith in Destiny,Trine Games,Nordic Games,PC,Real-Time|Role-Playing|Strategy,19 June 2012,6.0
SpellForce 2: Gold Edition,Phenomic,Nordic Games,PC,Action|Role-Playing,29 October 2009,7.5
SpellForce 2: Shadow Wars,Phenomic,JoWood Productions|Aspyr Media|Dreamcatcher Interactive,PC,Real-Time|Role-Playing|Strategy,20 April 2006,8.1
SpellForce: Platinum Edition,Phenomic Game Development,Nordic Games,PC,Action|Role-Playing,03 November 2009,7.5
SpellForce: The Order of Dawn,Phenomic Game Development,Encore|Inc.,PC,Real-time strategy|RPG,11 February 2004,8.3
Spelunky,Derek Yu|Andy Hull,,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360,Action|Adventure,21 December 2008,8.3
Sphinx and the Cursed Mummy,Eurocom,THQ,Nintendo GameCube|PC|PlayStation 2|Xbox,Action|Adventure,10 November 2003,7.1
Spider-Man 2,Various,Activision,Game Boy Advance|Nintendo DS|Nintendo GameCube|PC|PlayStation 2|PSP|Xbox,Action|Adventure,28 June 2004,7.8
Spider-Man (2000),Neversoft|Aspyr Media|Edge of Reality|Gray Matter Interactive|Treyarch,Activision,Dreamcast|Nintendo 64|PC|PlayStation,Action|Adventure|Beat 'em Up,24 August 2000,7.6
Spider-Man (2002),Treyarch|Digital Eclipse Software|LTI Gray Matter,Activision,Game Boy Advance|Nintendo GameCube|PC|PlayStation 2|Xbox,Beat 'em Up,14 April 2002,6.5
Spider-Man 2: Enter Electro,Vicarious Visions,Activision,PC|PlayStation,Beat-em-up|Action adventure,26 August 2001,6.9
Spider-Man 2 (PC),The Fizz Factor,Activision,PC,Action|Adventure,28 June 2004,6.2
Spider-Man 3,Treyarch (PS3/360)|Vicarious Visions (Wii/PS2/PSP/DS/GBA)|Beenox (PC),Activision,Nintendo DS|PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Action|sandbox,04 May 2007,5.8
Spider-Man: Edge of Time,Beenox (Wii/PS3/X360/3DS)|Other Ocean Interactive (NDS),Activision,Nintendo 3DS|PC|PlayStation 3|Wii|Xbox 360,Action|Adventure|Platformer,04 October 2011,6.6
Spider-Man: Friend or Foe,Next Level Games (360/Wii/PS2)|A2M (DS|PSP)|Beenox (Microsoft Windows),Activision,PC|PlayStation 2|PSP|Wii|Xbox 360,Action|Adventure|Beat 'em up,02 October 2007,5.9
Spider-Man: Mysterio's Menace,Vicarious Visions,Activision,Game Boy Advance,Action,,4.3
Spider-Man: Shattered Dimensions,Beenox,Activision,PC|PlayStation 3|Wii|Xbox 360,Stealth,07 September 2010,7.3
Spider-Man: Web of Shadows,Treyarch|Shaba Games|Amaze Entertainment (PS2/PSP)|Griptonite Games (DS),Activision,PC|PlayStation 3|PSP|Wii|Xbox 360,Action|Adventure|Beat 'em up|Platformer,21 October 2008,6.8
Spider-Man and Venom: Maximum Carnage,Software Creations,LJN,Sega Mega Drive/Genesis|Super Nintendo,Beat 'em up,September 1994,7.1
Spider Solitaire (Windows),Microsoft,Microsoft,PC,Card,1998,5.9
Spintires,Oovee Game Studios,Oovee Game Studios|IMGN.PRO,PC,Racing|Simulation,12 June 2014,7.5
Spiral Knights,Three Rings Design|Sega,,PC,MMORPG,12 November 2009,6.9
Spirit Camera: The Cursed Memoir,Tecmo Koei,Tecmo,Nintendo 3DS,Survival Horror,13 April 2012,6.3
Spirited Heart,Winter Wolves,,PC,Simulation,01 September 2011,4.0
Spirits,,,PC,Action|Puzzle,11 November 2010,4.5
Spirits of Xanadu,Allen Trivette|Lee Williams,Night Dive Studios,Mac|PC,,26 March 2015,7.4
Splasher,Splashteam,The Sidekicks|Plug In Digital,Nintendo Switch|PC,Platform,07 February 2017,7.7
Splatoon,Nintendo EAD Group No. 2,Nintendo,Wii U,Third-Person|Platform|Shooter,29 May 2015,8.4
Splatoon 2,Nintendo EPD,Nintendo,Nintendo Switch,Third-Person|Action|Platform|Shooter,21 July 2017,8.3
Splatter,Dreamworlds,,PC,Top-Down|Shooter,2014,7.0
Splatterhouse (1989),Namco,Namco,Arcade|TurboGrafx-16|Wii,Beat 'em Up,1989,7.1
Splatterhouse 2,Now Production,Sega,Sega Mega Drive/Genesis,Beat 'em Up,03 August 1992,7.5
Splatterhouse (2010),BottleRocket (until 2009)|Namco Bandai Games,Namco Bandai Games,PlayStation 3|Xbox 360,Beat 'em up|Survival horror,23 November 2010,7.0
Splatterhouse 3,Now Production,Namco,Sega Mega Drive/Genesis,Beat 'em up,18 March 1993,7.4
Splice,Cipher Prime Studios,Cipher Prime Studios,Android|Mac|PC,Indie|Casual,13 June 2012,6.8
Split / Second,Black Rock Studio,Disney Interactive Studios,PC|PlayStation 3|Xbox 360,Racing,18 May 2010,7.6
'Splosion Man,Twisted Pixel Games,Microsoft Games Studios,Xbox 360,Action|Platformer,22 July 2009,7.8
Spoiler Alert,MEGAFUZZ,tinyBuild,PC,Platform,30 June 2014,5.8
