Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Goat Simulator,Coffee Stain Studios,Coffee Stain Studios,iOS|Mac|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Simulation,01 April 2014,6.0
Goat Simulator: GoatZ,Gone North Games,Coffee Stain Studios,PC|Xbox One,Survival,07 May 2015,4.2
Gobliiins,Coktel Vision,Coktel Vision|Sierra On-Line,PC,Adventure|Puzzle,1991,6.9
Gobliins 2: The Prince Buffoon,Coktel Vision,Coktel Vision|Sierra On-Line,PC,Adventure|Puzzle,1992,6.8
Goblins Quest 3,Coktel Vision,Sierra Entertainment Inc.,PC,Adventure,1993,8.0
God Eater 2: Rage Burst,Shift,Namco Bandai Games,PC|PlayStation 4|PlayStation Vita,Action|Role-Playing,30 August 2016,7.1
God Eater: Resurrection,Shift,D3 Publisher of America,PC|PlayStation 4|PlayStation Vita,Action|Role-Playing,,7.8
God Hand,Clover Studio,Capcom,PlayStation 2|PlayStation 3,Beat 'em Up,10 October 2006,8.6
God Mode,Saber Interactive|Old School Games,Atlus,PC,Shooter,19 April 2013,5.6
God of War (2005),SCE Studios Santa Monica,Sony Computer Entertainment,PC|PlayStation 2|PlayStation 3|PlayStation 4|PlayStation Now|PlayStation Vita,Third-Person|Action|Adventure,22 March 2005,8.3
God of War: Ascension,SCE Santa Monica Studio,Sony Computer Entertainment,PlayStation 3|PlayStation Now,Third-Person|Action|Adventure|Hack and Slash,12 March 2013,7.7
God of War: Chains of Olympus,Ready at Dawn Studios,Sony Computer Entertainment,PlayStation 3|PlayStation Now|PlayStation Vita|PSP,Third-Person|Action|Adventure,04 March 2008,7.6
God of War Collection,SCE Studios Santa Monica|Bluepoint Games (Port),JP: Capcom|INT: Sony Computer Entertainment,PlayStation 3|PlayStation Vita,Hack and slash|Action|Adventure,17 November 2009,8.5
God of War: Ghost of Sparta,Ready at Dawn Studios|SCE Santa Monica Studio,Sony Computer Entertainment,PC|PlayStation 3|PlayStation Now|PlayStation Vita|PSP,Third-Person|Action|Adventure|Hack and Slash,02 November 2010,8.0
God of War II,SCE Studios Santa Monica,Sony Computer Entertainment,PlayStation 2|PlayStation 3|PlayStation Now|PlayStation Vita,Third-Person|Action|Adventure,13 March 2007,8.5
God of War III,Santa Monica Studio,Sony Computer Entertainment,PlayStation 3|PlayStation 4|PlayStation Now,Third-Person|Action|Adventure,16 March 2010,8.7
God of War: Origins Collection,Ready at Dawn|SCE Studios Santa Monica,Sony Computer Entertainment,PlayStation 3,Hack and slash|Action|Adventure,13 September 2011,7.8
God of War Saga,SCE Santa Monica Studio|Ready at Dawn|Bluepoint Games,Sony Computer Entertainment,PlayStation 3,Action|Adventure|Hack and Slash,28 August 2012,9.1
Gods Eater Burst,Shift,JP: Namco Bandai Games|NA: D3 Publisher|EU: Namco Bandai Games,PlayStation Vita|PSP,Action|Adventure,15 March 2011,7.2
Gods Will Be Watching,Deconstructeam,Devolver Digital,Mac|PC,Point-and-Click|Adventure,24 July 2014,7.0
Godzilla: Destroy All Monsters Melee,Pipeworks Software,Atari,Nintendo GameCube,Fighting,02 October 2002,7.1
Goetia,Sushee,Square Enix,PC,Point-and-Click|Adventure,14 April 2016,7.2
GoldenEye 007,Rare,Nintendo,Emulated|Nintendo 64,First-person shooter,25 August 1997,8.8
GoldenEye 007 (2010),Eurocom|n-Space(DS),Activision|Nintendo (Japan),Wii,First-person shooter,02 November 2010,7.3
GoldenEye 007: Reloaded,Eurocom,Activision,PlayStation 3|Wii|Xbox 360,First-person shooter|Action|Stealth,01 November 2011,6.6
GoldenEye: Rogue Agent,EA Los Angeles,Electronic Arts,Nintendo DS|Nintendo GameCube|PlayStation 2|Xbox,First-Person|Shooter,22 November 2004,6.2
Golden Axe,Sega|Probe|Telenet Japan|Bandai,Sega Virgin Games|Telenet Japan|Bandai,Amiga|Arcade|PC|PlayStation 3|Sega Master System|Sega Mega Drive/Genesis|Xbox 360,Hack and slash|Beat,14 August 1989,7.2
Golden Axe II,Sega,Sega,Arcade|PC|PlayStation 3|Sega Mega Drive/Genesis,Hack 'n' Slash|Arcade|Action|Medieval / Fantasy,26 December 1991,7.3
Golden Axe III,Sega,Sega,PC|PlayStation 3|Sega Mega Drive/Genesis,,1995,6.6
Golden Axe: The Revenge of Death Adder,Sega (AM1),Sega,Arcade,Hack and Slash,1992,8.0
Golden Sun,Camelot Software Planning,Nintendo,Emulated|Game Boy Advance|Wii U,Adventure|Role-Playing,11 November 2001,8.3
Golden Sun: Dark Dawn,Camelot Software Planning,Nintendo,Nintendo 3DS|Nintendo DS,Role-Playing,29 November 2010,7.3
Golden Sun: The Lost Age,Camelot Software Planning,Nintendo,Game Boy Advance|Wii U,Adventure|Role-Playing,14 April 2003,8.6
Golf,Nintendo,Nintendo,NES,Sports,18 October 1985,5.8
Golf Story,Sidebar Games,Sidebar Games,Nintendo Switch,Top-Down|Role-Playing|Sports,28 September 2017,7.8
Golf With Friends,Blacklight Interactive,Blacklight Interactive,PC,Sports,29 January 2016,8.6
Gomo,Fishcow Studio,Daedalic Entertainment,PC,Point-and-Click|Adventure,06 December 2013,6.2
Gone Home,The Fullbright Company,The Fullbright Company,Linux|Mac|PC|PlayStation 3|PlayStation 4|Xbox One,Adventure,15 August 2013,7.5
Gone In November,Florastamine,Sometimes You,PC,Adventure,18 August 2016,6.0
GooCubelets,Zonitron Productions,GrabTheGames,PC,Puzzle,01 September 2015,3.0
GooCubelets 2,Zonitron Productions,GrabTheGames,PC,Puzzle,19 November 2015,2.3
Goodbye Deponia,Daedalic Entertainment,Daedalic Entertainment,Linux|Mac|PC,Adventure,17 October 2013,8.0
Goof Troop,Capcom,Capcom,Super Nintendo,Action|Adventure,11 July 1993,7.8
Google Earth VR,Google,Google,PC,Virtual Reality|Educational,16 November 2016,8.0
Goosebumps: The Game,WayForward,GameMill Entertainment,PC|PlayStation 3|Xbox 360|Xbox One,Point-and-Click|Adventure|Survival Horror,13 October 2015,5.2
Gorky 17,Metropolis Software|Hyperion Entertainment,Monolith Productions,PC,Role-Playing|Tactical,30 November 1999,7.4
Gorogoa,Buried Signal,Annapurna Interactive,iOS|Nintendo Switch|PC,Adventure|Puzzle,2017,7.8
Gotham City Impostors,Monolith Productions,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,,07 February 2012,7.1
Gothic,Piranha Bytes,Egmont Interactive|Xicat Interactive|CD Projekt,PC,Action|Role-Playing,23 November 2001,8.6
Gothic 3,Piranha Bytes,EU: JoWood Productions|EU: Deep Silver|NA: Aspyr Media,PC,Action role-playing,20 November 2006,7.4
Gothic 3: Forsaken Gods,Trine Games|Mad Vulture Games,JoWooD Entertainment,PC,Role-Playing,21 November 2008,5.4
Gothic II,Piranha Bytes,JoWood Productions|Atari,PC,Action|Role-Playing,28 October 2003,8.8
Gothic II: Gold Edition,Piranha Bytes,JoWood Productions|Atari,PC,Action RPG,29 November 2005,9.0
Gothic II: Night of the Raven,Piranha Bytes,JoWood|Aspyr,PC,Role-Playing,,9.1
Grabbed by the Ghoulies,Rare,Microsoft Game Studios,Xbox|Xbox One,Beat 'em up,21 October 2003,6.3
Graceful Explosion Machine,Vertex Pop,Vertex Pop,Nintendo Switch,Action|Adventure,06 April 2017,8.5
Gradius,Konami,Konami,NES|PSP|TurboGrafx-16,Shoot 'em up,23 June 1986,6.6
Gradius II,Konami,Konami,Arcade|NES|PSP,Scrolling|Shooter,,6.8
Gradius III,Konami,Konami,PlayStation 2|Super Nintendo,Scrolling Shooter,23 August 1991,6.9
Gradius V,Treasure|G.rev,Konami,PlayStation 2,Scrolling|Shooter,14 September 2004,8.9
Gran Turismo,Polyphony Digital,Sony Computer Entertainment,PlayStation,Racing,12 May 1998,8.4
Gran Turismo 2,Polyphony Digital,Sony Computer Entertainment,PlayStation|PlayStation 2,Racing,23 December 1999,8.9
Gran Turismo 3: A-Spec,Polyphony Digital,Sony Computer Entertainment,PlayStation 2,Racing|Simulation,10 July 2001,8.4
Gran Turismo 4,Polyphony Digital,Sony Computer Entertainment,PlayStation 2,Racing|Simulation,22 February 2005,8.7
Gran Turismo 5,Polyphony Digital,Sony Computer Entertainment,PlayStation 3,Racing,24 November 2010,8.0
Gran Turismo 5 Prologue,Polyphony Digital,Sony Computer Entertainment,PlayStation 3,Racing|Driving,15 April 2008,7.7
Gran Turismo 6,Polyphony Digital,Sony Computer Entertainment,PlayStation 3,Racing|Simulation,06 December 2013,8.3
Gran Turismo (PSP),Polyphony Digital,Sony Computer Entertainment,PSP,Racing|Simulation,01 October 2009,6.0
Gran Turismo Sport,Polyphony Digital,Sony Interactive Entertainment,PlayStation 4,Racing|Simulation,17 October 2017,8.0
Grand Kingdom,NIS America,NIS America,PlayStation 4|PlayStation Vita,Role-Playing,21 June 2016,7.1
Grand Theft Auto,DMA Design|Tarantula Studios|Visual Sciences,BMG Interactive|ASC Games|Take-Two Interactive Software,PC|PlayStation,Top-Down|Action|Open World,28 February 1998,7.0
Grand Theft Auto 2,DMA Design|Tarantula Studios,Rockstar Games,PC|PlayStation|PlayStation 2,Action,30 September 1999,7.0
Grand Theft Auto Advance,Digital Eclipse,Rockstar Games,Game Boy Advance,Top-Down|Action,October 26,6.7
Grand Theft Auto: Chinatown Wars,Rockstar Leeds|Rockstar North,Rockstar Games,Android|iOS|Nintendo 3DS|Nintendo DS|PlayStation Vita|PSP,Third-Person|Action|Sandbox|Shooter,17 March 2009,7.8
Grand Theft Auto: Episodes From Liberty City,Rockstar North|Rockstar Toronto (PC),Rockstar Games,PC|PlayStation 3|Xbox 360,Third-Person|Action|Sandbox|Shooter,29 October 2009,8.3
Grand Theft Auto III,DMA Design|Rockstar Vienna (Xbox),Rockstar Games,Android|iOS|Mac|PC|PlayStation|PlayStation 2|PlayStation 3|PlayStation 4|Xbox,Action|Open World,22 October 2001,8.2
Grand Theft Auto IV,Rockstar North|Rockstar Toronto (PC),Rockstar Games,PC|PlayStation 2|PlayStation 3|Xbox 360,Third-Person|Action|Sandbox|Shooter,29 April 2008,8.3
Grand Theft Auto IV: The Ballad of Gay Tony,Rockstar North|Rockstar Toronto (PC),Rockstar Games,PC|PlayStation 3|Xbox 360,Third-Person|Real-Time|Action|Sandbox|Shooter,29 October 2009,8.3
Grand Theft Auto IV: The Complete Edition,Rockstar North,Rockstar Games,PC|PlayStation 3|Xbox 360,Third-Person|Real-Time|Action|Adventure|Sandbox|Shooter,26 October 2010,8.4
Grand Theft Auto IV: The Lost and Damned,Rockstar North|Rockstar Toronto (PC),Rockstar Games,PC|PlayStation 3|Xbox 360,Third-Person|Real-Time|Action|Sandbox|Shooter,17 February 2009,7.8
Grand Theft Auto: Liberty City Stories,Rockstar Leeds|Rockstar North,Rockstar Games,PC|PlayStation 2|PlayStation Vita|PSP,Third-Person|Action|Sandbox|Shooter,25 October 2005,7.1
Grand Theft Auto: London 1969,DMA Design,BMG Interactive|ASC Games,PC|PlayStation,Action|Adventure,30 April 1999,6.7
Grand Theft Auto: San Andreas,Rockstar North,Rockstar Games,Android|iOS|Mac|PC|PlayStation 2|PlayStation 3|PlayStation 4|Xbox|Xbox 360,Third-Person|Action|Sandbox|Shooter,26 October 2004,8.9
Grand Theft Auto V,Rockstar North,Rockstar Games,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Third-Person|Action|Adventure|Shooter,17 September 2013,9.1
Grand Theft Auto: Vice City,Rockstar North|Rockstar Vienna,Rockstar Games,Android|iOS|PC|PlayStation 2|PlayStation 3|PlayStation 4|PSP|Xbox|Xbox 360,Third-Person|Action|Sandbox|Shooter,27 October 2002,8.7
Grand Theft Auto: Vice City Stories,Rockstar Leeds|Rockstar North,Rockstar Games,PC|PlayStation 2|PlayStation 3|PSP,Third-Person|Action|Adventure|Sandbox|Shooter,31 October 2006,7.4
Grandia,Game Arts,JP: ESP|NA: Sony Computer Entertainment|EU: Ubisoft,PlayStation|PlayStation 3|PlayStation Vita|PSP|Sega Saturn,Role-Playing,30 September 1999,8.1
Grandia II,Game Arts|Rocket Studio,Sega|Enix|Ubisoft,Dreamcast|PC|PlayStation|PlayStation 2,Role-Playing,06 December 2000,8.2
Grandia III,Game Arts,Square Enix,PC|PlayStation 2,Role-playing,14 February 2006,6.9
Grandia II: Anniversary Edition,Game Arts,GungHo,PC,Top-Down|Turn-Based|Role-Playing,24 August 2015,7.8
Grandia Xtreme,Game Arts,Enix,PlayStation 2,Role-playing,30 September 2002,7.0
Gratuitous Space Battles,Positech Games,Positech Games,PC,Tower defense,17 November 2009,5.8
Gravity Badgers,Wales Interactive,Wales Interactive,PC,Action,28 November 2013,3.3
Gravity Bone,Blendo Games,Blendo Games,PC,Action,01 January 2009,7.0
Gravity Falls: Legend of the Gnome Gemulets,Ubisoft,Ubisoft,Nintendo 3DS,Platform,20 October 2015,4.8
Gravity Ghost,Ivy Games,Ivy Games,PC,,26 January 2015,8.3
Gravity Rush,SCE Japan Studio,Sony Computer Entertainment,PlayStation Vita,Action|Adventure,12 June 2012,7.8
Gravity Rush 2,Project Siren,Sony Computer Entertainment,PlayStation 4,Action|Adventure,20 January 2017,7.8
Gravity Rush 2: The Ark of Time - Raven's Choice,Project Siren,Sony Computer Entertainment,PlayStation 4,Third-Person|Action|Platform,21 March 2017,7.8
Gravity Rush: Remastered,SCE Japan Studio,Sony Computer Entertainment,PlayStation 4,Action|Adventure,02 February 2016,7.7
Gray Matter,WizarBox,dtp entertainment,PC|Xbox 360,Adventure,22 February 2011,7.4
Greed: Black Border,Headup Games|Clockstone,Meridian4,PC,Hack and Slash,13 January 2010,4.7
Greed Corp,W!Games,Valcon Games|Easy Tiger Media,PC,Turn-based strategy,24 February 2010,6.1
Green Day: Rock Band,Harmonix|Demiurge Studios,MTV Games,PlayStation 3|Wii|Xbox 360,Rhythm game,08 June 2010,7.2
Green Lantern: Rise of the Manhunters,Double Helix Games,Warner Bros. Interactive Entertainment,PlayStation 3|Xbox 360,Action,07 June 2011,5.6
Gregory Horror Show,Capcom Production Studio 3,Capcom,PlayStation 2,Survival Horror,,8.0
Gremlins 2: The New Batch (NES/GB),Sunsoft,Sunsoft,Game Boy|NES,Puzzle|Shooter,October 1990,5.9
Grey Cubes,Deion Mobile,Deion Mobile,PC,Breakout,15 May 2015,6.0
Grey Goo,Petroglyph,Grey Box,PC,Real-Time|Strategy,23 January 2015,7.2
Greyfox,Lesley Dodd,Pewpewgames,PC,,23 February 2015,5.1
Grid 2,Codemasters Southam,Codemasters,PC|PlayStation 3|Xbox 360,Racing,28 May 2013,7.6
Grid Autosport,Codemasters,Codemasters,PC|PlayStation 3,Racing,24 June 2014,6.9
GrimGrimoire,Vanillaware,Nippon Ichi,PlayStation 2|PlayStation 3,Real-Time|Strategy,26 June 2007,7.3
Grim Dawn,Crate Entertainment,,PC,Action|Role-Playing,25 February 2016,7.5
Grim Fandango,LucasArts,LucasArts,PC,,30 October 1998,8.6
Grim Fandango Remastered,Double Fine Productions,Disney Interactive,iOS|Linux|Mac|PC|PlayStation 4|PlayStation Vita,Point-and-Click|Adventure,27 January 2015,8.2
Grim Legends 2: Song of the Dark Swan,Artifex Mundi,Artifex Mundi,Linux|PC,Hidden Object,27 September 2014,6.8
Grim Legends 3: The Dark City,Artifex Mundi,Artifex Mundi,Linux|PC,Point-and-Click|Hidden Object,02 June 2016,7.7
Grim Legends: The Forsaken Bride,Artifex Mundi,Artifex Mundi,Linux|Mac|PC|PlayStation 4|Xbox One,Hidden Object,February 2014,6.9
Grotesque Tactics 2: Dungeons and Donuts,Silent Dreams|Headup Games,Meridian4,PC,Adventure|Role-Playing,21 November 2011,6.0
Grotesque Tactics: Evil Heroes,Headup Games Silent Dreams,Meridian4,PC,Strategy,15 October 2010,5.6
Grow Home,Ubisoft Reflections,Ubisoft,Linux|PC|PlayStation 4,Third-Person|Adventure|Open World|Platform,04 February 2015,7.2
Grow Up,Ubisoft Reflections,Ubisoft,PC|PlayStation 4|Xbox One,Adventure|Platform,16 August 2016,7.4
Growlanser II: The Sense of Justice,Career Soft,Atlus,PlayStation 2,Role-Playing|Tactical,,7.1
Growlanser Wayfarer of Time,Career Soft,Atlus,PSP,Tactical|Role-Playing,31 July 2012,7.6
Gryphon Knight Epic,Cyber Rhino Studios,Cyber Rhino Studios,PC|PlayStation 4,Action|Shooter,20 August 2015,6.0
G-senjou no Maou - The Devil on G-String,AKABEiSOFT2,Sekai Project,PC,Visual Novel,05 November 2015,8.3
Guacamelee!,Drinkbox Studios,Drinkbox Studios,Linux|Mac|PC|PlayStation 3|PlayStation 4|PlayStation Vita,Beat 'em Up|Platform,09 April 2013,8.2
Guacamelee!: Super Turbo Championship Edition,Drinkbox Studios,Drinkbox Studios,Mac|PC|PlayStation 4|PlayStation Vita|Wii U|Xbox 360|Xbox One,Beat 'em Up|Platform,02 July 2014,8.2
Guardian Heroes,Treasure Co. Ltd,Sega,Sega Saturn|Xbox 360|Xbox One,Beat 'em up|Hack and slash|Action RPG,25 January 1996,7.8
Guardian's Crusade,Tamsoft,Tamsoft (Japan)|Activision (Europe/North America),PlayStation,Role-playing,31 January 1999,7.2
Guardians of Middle-Earth,Monolith Productions,Warner Bros. Interactive Entertainment,PC|PlayStation 3,Moba,04 December 2012,6.1
Guardians of the Galaxy: The Telltale Series,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,18 April 2017,7.4
Guardians of the Galaxy: The Telltale Series - Episode 1: Tangled Up in Blue,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,18 April 2017,7.4
Guardians of the Galaxy: The Telltale Series - Episode 2: Under Pressure,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,06 June 2017,6.8
Guardians of the Galaxy: The Telltale Series - Episode 3: More Than a Feeling,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,22 August 2017,7.4
Guardians of the Galaxy: The Telltale Series - Episode 4: Who Needs You,Telltale Games,Telltale Games,PC|PlayStation 4|Xbox One,Point-and-Click|Third-Person|Adventure,10 October 2017,7.1
Guerrilla War,SNK,SNK,NES,Run and Gun,1987,7.6
Guild Wars 2,ArenaNet,NCsoft,PC,Massively Multiplayer|Role-Playing,28 August 2012,7.9
Guild Wars: Eye of the North,ArenaNet,NCsoft,PC,Action|Role-Playing,28 August 2007,8.6
Guild Wars Factions,ArenaNet,NCSoft,PC,Action RPG,28 April 2006,8.4
Guild Wars Nightfall,ArenaNet,NCSoft,PC,Action RPG,27 October 2006,8.6
Guild Wars: Prophecies,ArenaNet,NCSoft,PC,Action|Role-Playing,28 April 2005,8.0
Guild of Dungeoneering,Gambrinous,Versus Evil,PC,Role-Playing,14 July 2015,6.3
Guilty Gear,Arc System Works,JP: Arc System Works|NA: Atlus|EU: Virgin Interactive,PlayStation,2D weapon based fighting,31 October 1998,7.8
Guilty Gear Isuka,Arc System Works,Various,PC|PlayStation 2,Fighting,02 November 2004,6.1
Guilty Gear X,Arc System Works,Various,Dreamcast|PC|PlayStation 2,Fighting,2000,8.1
Guilty Gear XX,Arc System Works,Sammy Studios,PlayStation 2,Fighting,03 March 2003,7.7
Guilty Gear XX Accent Core Plus,Arc System Works,Arc System Works|Aksys Games,PlayStation 2|PlayStation 3|PSP|Wii,Fighting,07 April 2009,8.6
Guilty Gear XX Accent Core Plus R,Arc System Works,Arc System Works,PC|PlayStation 3|PlayStation Vita,Fighting,23 April 2013,8.3
Guilty Gear XX #Reload,Arc System Works,Various,PC|PlayStation 2|Xbox,Fighting,14 September 2004,8.0
Guilty Gear Xrd -REVELATOR-,Arc System Works,Arc System Works|Aksys Games|PQube,PC|PlayStation 4,Fighting,07 June 2016,8.8
Guilty Gear Xrd -SIGN-,Arc System Works Team Red,Sega,PC|PlayStation 3|PlayStation 4,Fighting,16 December 2014,8.2
Guitar Hero,Harmonix Music Systems,RedOctane|MTV Games,PlayStation 2|Xbox 360,Music,08 November 2005,8.0
Guitar Hero 5,Neversoft (Xbox 360/PS3)[1] Vicarious Visions (Wii) Budcat Creations (PS2),Activision|RedOctane,PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm game,01 September 2009,7.0
Guitar Hero: Aerosmith,Neversoft (PS3 &amp; Xbox 360)|Vicarious Visions (Wii)|Budcat Creations (PS2)|Aspyr Media (Win &amp; Mac),Activision,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm Simulation,29 June 2008,6.6
Guitar Hero Encore: Rocks the 80s,Harmonix Music Systems,RedOctane|Activision,PlayStation 2,Music,24 July 2007,7.3
Guitar Hero II,Harmonix Music Systems,RedOctane|Activision,PlayStation 2|Xbox 360,Rhythm,07 November 2006,8.2
Guitar Hero III: Legends of Rock,Neversoft (Xbox 360 &amp; PS3)|Aspyr Media (PC &amp; Mac)|Vicarious Visions (Wii)|Budcat Creations (PS2)|RedOctane (PS2),Activision,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,28 October 2007,8.0
Guitar Hero Live,FreeStyleGames,Activision,PlayStation 3|PlayStation 4|Wii U|Xbox One,Music/Rhythm,20 October 2015,7.9
Guitar Hero: Metallica,Neversoft (Xbox 360/PS3)|Budcat Creations (Wii/PS2),Activision,PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,29 March 2009,7.9
Guitar Hero: On Tour,Vicarious Visions,Activision|RedOctane|Inc.,Nintendo DS,Music|Rhythm,22 June 2008,6.6
Guitar Hero On Tour: Decades,,Activision,Nintendo DS,Music|Rhythm,16 November 2008,5.0
Guitar Hero Smash Hits,Beenox Studios,RedOctane,PlayStation 3|Wii|Xbox 360,Music,16 June 2009,6.9
Guitar Hero: Van Halen,Underground Development|Neversoft|Budcat Creations,Activision,PlayStation 3|Wii|Xbox 360,Rhythm,22 December 2009,6.3
Guitar Hero: Warriors of Rock,Neversoft (PS3/Xbox 360)|Vicarious Visions (Wii/DS),Activision,PlayStation 3|Wii|Xbox 360,Rhythm,28 September 2010,7.9
Guitar Hero World Tour,Neversoft (Xbox 360/PS3)|Vicarious Visions (Wii)|Budcat Creations (PS2)|Aspyr Media (PC|Mac),Activision,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,26 October 2008,7.1
Gun,Neversoft|Beenox (PC)|Rebellion Developments (PSP),Activision,Nintendo GameCube|PC|PlayStation 2|PSP|Xbox|Xbox 360,Third-Person|Action|Adventure|Shooter,08 November 2005,7.7
Gun.Smoke,Capcom,Capcom,NES,Scrolling Shooter,November 1985,7.0
Gun Metal,Rage Software,Rage Software Ltd.|Majesco Sales Inc.|ZOO Digital Publishing Ltd|Strategy First Inc.,PC,Shooting|flight simulator,03 November 2002,5.7
